B00, 0
B01, 5
B01, Blotteritem, {'type': 'Trade', 'time': 287.1818181818156, 'price': 83.0, 'party1': 'B01', 'party2': 'S00', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 392.8181818181492, 'price': 66.0, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 415.81818181814265, 'price': 99.95999999999981, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 436.5454545454095, 'price': 82, 'party1': 'S00', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 466.27272727267376, 'price': 99.9799999999999, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 513.8181818181159, 'price': 83.9579999999998, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 544.9090909090356, 'price': 83.91299999999958, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 555.3636363635846, 'price': 83.90299999999954, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
B03, Blotteritem, {'type': 'Trade', 'time': 588.6363636363233, 'price': 83.95999999999981, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S00, 15
S00, Blotteritem, {'type': 'Trade', 'time': 30.363636363636274, 'price': 116.0, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 66.18181818181904, 'price': 83.04000000000019, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 121.1818181818206, 'price': 83.02900000000014, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 152.18181818182148, 'price': 83.00300000000001, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 185.72727272727698, 'price': 83.00300000000001, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 245.4545454545514, 'price': 83.02900000000014, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 277.1818181818184, 'price': 83.00800000000004, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 287.1818181818156, 'price': 83.0, 'party1': 'B01', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 342.36363636361807, 'price': 83.00600000000003, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 359.7272727272495, 'price': 83.0, 'party1': 'B01', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 392.09090909087666, 'price': 66, 'party1': 'S00', 'party2': 'B01', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 422.4545454545044, 'price': 81, 'party1': 'S00', 'party2': 'B01', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 436.5454545454095, 'price': 82, 'party1': 'S00', 'party2': 'B03', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 512.36363636357, 'price': 83.03000000000014, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S00, Blotteritem, {'type': 'Trade', 'time': 533.7272727272136, 'price': 83.01800000000009, 'party1': 'B02', 'party2': 'S00', 'qty': 1}
S01, 10
S01, Blotteritem, {'type': 'Trade', 'time': 66.90909090909179, 'price': 83.97499999999988, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 130.9090909090936, 'price': 83.9369999999997, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 160.2727272727308, 'price': 102.96399999999983, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 258.7272727272782, 'price': 83.88899999999947, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 304.36363636362887, 'price': 83.9149999999996, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 392.8181818181492, 'price': 66.0, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 415.81818181814265, 'price': 99.95999999999981, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 451.99999999995055, 'price': 82.99499999999998, 'party1': 'S01', 'party2': 'B01', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 466.27272727267376, 'price': 99.9799999999999, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S01, Blotteritem, {'type': 'Trade', 'time': 544.9090909090356, 'price': 83.91299999999958, 'party1': 'S01', 'party2': 'B03', 'qty': 1}
S02, 8
S02, Blotteritem, {'type': 'Trade', 'time': 120.63636363636604, 'price': 83.94499999999974, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 191.36363636364078, 'price': 83.98099999999991, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 241.72727272727857, 'price': 83.90599999999955, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 322.90909090907815, 'price': 100.97199999999987, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 361.45454545452174, 'price': 83.97699999999989, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 513.8181818181159, 'price': 83.9579999999998, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 555.3636363635846, 'price': 83.90299999999954, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S02, Blotteritem, {'type': 'Trade', 'time': 588.6363636363233, 'price': 83.95999999999981, 'party1': 'S02', 'party2': 'B03', 'qty': 1}
S03, 1
S03, Blotteritem, {'type': 'Trade', 'time': 24.818181818181788, 'price': 127, 'party1': 'S03', 'party2': 'B03', 'qty': 1}
S04, 0
S05, 0
S06, 0
